Title;Journal Name;Open Access;Bibcode
Fleeting but Not Forgotten: The Imprint of Escaping Hydrogen Atmospheres on Super-Earth Interiors; The Astrophysical Journal; True; 2024ApJ...970...47R
A synthetic magnetic vector potential in a 2D superconducting qubit array; Nature Physics; True; 2024NatPh..20.1881R
The Web Epoch of Reionization Lyα Survey (WERLS). I. MOSFIRE Spectroscopy of z ∼ 7–8 Lyα Emitters; The Astrophysical Journal; True; 2024ApJ...970...50C
A Joint Fermi-GBM and Swift-BAT Analysis of Gravitational-wave Candidates from the Third Gravitational-wave Observing Run; The Astrophysical Journal; True; 2024ApJ...964..149F
When and How Ram Pressure Stripping in Low-mass Satellite Galaxies Enhances Star Formation; The Astrophysical Journal; True; 2024ApJ...960...54Z
UVCANDELS: Catalogs of Photometric Redshifts and Galaxy Physical Properties; The Astrophysical Journal Supplement Series; True; 2024ApJS..275...17M
Surviving in the Hot-Neptune Desert: The Discovery of the Ultrahot Neptune TOI-3261b; The Astronomical Journal; True; 2024AJ....168..132N
Testing Cluster Membership of Planetary Nebulae with High-precision Proper Motions. I. HST Observations of JaFu 1 Near the Globular Cluster Palomar 6; The Astronomical Journal; True; 2024AJ....168..160B
Plagioclase iron content variance: A complication for efforts to identify lunar terrains of extremely high plagioclase abundance; Icarus; True; 2024Icar..41816144W
A Community Ionosphere-Thermosphere Observing System Simulation Experiment (OSSE) Tool: Geospace Dynamics Constellation Example; Earth and Space Science; True; 2024E&SS...1103684H
MICONIC: JWST/MIRI MRS observations of the nuclear and circumnuclear regions of Mrk 231; Astronomy and Astrophysics; True; 2024A&A...690A..95A
Berkeley-RWAWC: A New CYGNSS-Based Watermask Unveils Unique Observations of Seasonal Dynamics in the Tropics; Water Resources Research; True; 2024WRR....6037060P
EPOCHS IX. When cosmic dawn breaks: evidence for evolved stellar populations in 7 &lt z &lt 12 galaxies from PEARLS GTO and public NIRCam imaging; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.52711627T
NGDEEP Epoch 1: Spatially Resolved Hα Observations of Disk and Bulge Growth in Star-forming Galaxies at z ∼ 0.6–2.2 from JWST NIRISS Slitless Spectroscopy; The Astrophysical Journal; True; 2024ApJ...963L..49S
Zooming by in the CARPoolGP Lane: New CAMELS-TNG Simulations of Zoomed-in Massive Halos; The Astrophysical Journal; True; 2024ApJ...968...11L
Multiple New or Updated Satellite Total Solar Irradiance (TSI) Composites (1978–2023); The Astrophysical Journal; True; 2024ApJ...975..102C
Stochastic gravitational wave background detection using NANOGrav 15-year data set in the context of massive gravity; Physical Review D; True; 2024PhRvD.110f3525C
The Dimorphos ejecta plume properties revealed by LICIACube; Nature; True; 2024Natur.627..505D
Gemini near-infrared spectroscopy of high-redshift Fermi blazars: jetted black holes in the early universe were overly massive; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.5356B
X-ray scaling relations of early-type galaxies in IllustrisTNG and a new way of identifying backsplash objects; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.6763W
Unraveling the Origins of an Extreme Solar Eruptive Event with Hard X-Ray Imaging Spectroscopy; The Astrophysical Journal; True; 2024ApJ...972...48V
A SPectroscopic survey of biased halos In the Reionization Era (ASPIRE): Impact of Galaxies on the Circumgalactic Medium Metal Enrichment at z &gt 6 Using the JWST and VLT; The Astrophysical Journal; True; 2024ApJ...963L..28Z
The Europa Imaging System (EIS) Investigation; Space Science Reviews; True; 2024SSRv..220...91T
Near Subsonic Solar Wind Outflow from an Active Region; The Astrophysical Journal; True; 2024ApJ...972..129E
The GAPS programme at TNG. XLIX. TOI-5398, the youngest compact multi-planet system composed of an inner sub-Neptune and an outer warm Saturn; Astronomy and Astrophysics; True; 2024A&A...682A.129M
Spatially resolved radio signatures of electron beams in a coronal shock; Astronomy and Astrophysics; True; 2024A&A...683A.123Z
Revised Magnetospheric Model Reveals Signatures of Field-Aligned Current Systems at Mercury; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12931529P
Magnetosheath Ion Field-Aligned Asymmetry and Implications for Ion Leakage to the Foreshock; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932339L
Data availability and requirements relevant for the Ariel space mission and other exoplanet atmosphere applications; RAS Techniques and Instruments; True; 2024RASTI...3..636C
The Solar Neighborhood LI: A Variability Survey of Nearby M Dwarfs with Planets from Months to Decades with TESS and the CTIO/SMARTS 0.9 m Telescope; The Astronomical Journal; True; 2024AJ....167..196K
Constraints on the Gas-phase C/O Ratio of DR Tau's Outer Disk from CS, SO, and C<SUB>2</SUB>H Observations; The Astrophysical Journal; True; 2024ApJ...973..135H
The inflated, eccentric warm Jupiter TOI-4914 b orbiting a metal-poor star, and the hot Jupiters TOI-2714 b and TOI-2981 b; Astronomy and Astrophysics; True; 2024A&A...691A..67M
Expanded Signal to Noise Ratio Estimates for Validating Next-Generation Satellite Sensors in Oceanic, Coastal, and Inland Waters; Remote Sensing; True; 2024RemS...16.1238K
Tidal Control of Equatorial Vertical E × B Drift Under Solar Minimum Conditions; Geophysical Research Letters; True; 2024GeoRL..5108923L
A dark siren measurement of the Hubble constant using gravitational wave events from the first three LIGO/Virgo observing runs and DELVE; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.3249A
Monitoring the X-Ray Variability of Bright X-Ray Sources in M33; The Astrophysical Journal; True; 2024ApJ...961..168K
Dissociative recombination of rotationally cold ArH+; Physical Review A; True; 2024PhRvA.110b2816K
Doppler Shifted Auroral Hydrogen Lyman-Alpha Spectra Observed by DMSP/SSUSI; Geophysical Research Letters; True; 2024GeoRL..5107241L
Variable Stars in M31 Stellar Clusters from the Panchromatic Hubble Andromeda Treasury; The Astrophysical Journal; True; 2024ApJ...974..292S
An Empirical Calibration of the Tip of the Red Giant Branch Distance Method in the Near Infrared. II. JWST NIRCam Wide Filters; The Astrophysical Journal; True; 2024ApJ...975..195N
Effective viscosity, resistivity, and Reynolds number in weakly collisional plasma turbulence; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.6119Y
Limits on dark matter annihilation in prompt cusps from the isotropic gamma-ray background; Physical Review D; True; 2024PhRvD.109h3512D
Auroral 3D structure retrieval from the Juno/UVS data; Astronomy and Astrophysics; True; 2024A&A...691A..91B
Ultra-Fast Kelvin Wave Packets in Mars' Atmosphere and Their Interactions With Tides as Viewed by MAVEN/NGIMS and MRO/MCS; Journal of Geophysical Research (Planets); False; 2024JGRE..12908174G
Spectroscopic Observations of Ten Galactic Wolf–Rayet Stars at Bosscha Observatory: Determination of Stellar Parameters and Mass-loss Rates; Research in Astronomy and Astrophysics; False; 2024RAA....24i5001M
Multi-source connectivity as the driver of solar wind variability in the heliosphere; Nature Astronomy; True; 2024NatAs...8..953Y
Dark No More: The Low-luminosity Stellar Counterpart of a Dark Cloud in the Virgo Cluster; The Astrophysical Journal; True; 2024ApJ...966L..15J
The Role of Ice and Latitude-Dependent Mantling on Boulder Distributions Across the Martian Northern Lowlands; Journal of Geophysical Research (Planets); True; 2024JGRE..12908387C
METAL-Z: Measuring Dust Depletion in Low-metallicity Dwarf Galaxies; The Astrophysical Journal; True; 2024ApJ...966...80H
Electron Acceleration at Earth's Bow Shock Due to Stochastic Shock Drift Acceleration; Geophysical Research Letters; True; 2024GeoRL..5106612L
Evaluating the Use of Unoccupied Aircraft Systems (UASs) for Planetary Exploration in Mars Analog Terrain; The Planetary Science Journal; True; 2024PSJ.....5..231C
Translational Tomography with the Wide-field Imager for Parker Solar Probe (WISPR). II. Refinements to the Method; The Astrophysical Journal; True; 2024ApJ...975..283K
Origin of the Very High Energy Gamma Rays in the Low-luminosity Active Galactic Nucleus NGC 4278; The Astrophysical Journal; True; 2024ApJ...974..134L
1100 days in the life of the supernova 2018ibb. The best pair-instability supernova candidate, to date; Astronomy and Astrophysics; True; 2024A&A...683A.223S
A disc wind origin for the optical spectra of dwarf novae in outburst; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.532.1199T
Coevolution and Nuclear Structure in the Dwarf Galaxy POX 52 Studied by Multiwavelength Data from Radio to X-Ray; The Astrophysical Journal; True; 2024ApJ...960...15K
Towards Cosmography of the Local Universe; The Open Journal of Astrophysics; True; 2024OJAp....7E..44A
On the Two Approaches to Incorporate Wave-Particle Resonant Effects Into Global Test Particle Simulations; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932163L
Excess Ground Ice Profiles in Continuous Permafrost Mapped From InSAR Subsidence; Water Resources Research; True; 2024WRR....6035331Z
TOI-1408: Discovery and Photodynamical Modeling of a Small Inner Companion to a Hot Jupiter Revealed by Transit Timing Variations; The Astrophysical Journal; True; 2024ApJ...971L..28K
Seismic differences between solar magnetic cycles 23 and 24 for low-degree modes; Astronomy and Astrophysics; True; 2024A&A...691L..20G
Energetic Particle Precipitation in Sub-Auroral Polarization Streams; Geophysical Research Letters; True; 2024GeoRL..5107731A
Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction; Nature Communications; True; 2024NatCo..15.4923S
Detection of Solar-like Oscillations in Subgiant and Red Giant Stars Using 2 minute Cadence TESS Data; The Astrophysical Journal Supplement Series; True; 2024ApJS..271...17Z
Characterising TOI-732 b and c: New insights into the M-dwarf radius and density valley; Astronomy and Astrophysics; True; 2024A&A...682A..66B
JWST Observations of Starbursts: Massive Star Clusters in the Central Starburst of M82; The Astrophysical Journal; True; 2024ApJ...973L..55L
An Absolute Mass, Precise Age, and Hints of Planetary Winds for WASP-121A and b from a JWST NIRSpec Phase Curve; The Astronomical Journal; True; 2024AJ....168..231S
Local strain quantification of a porous carbon fiber network material; Heliyon; True; 2024Heliy..1027990Q
Under the light of a new star: evolution of planetary atmospheres through protoplanetary disc dispersal and boil-off; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.529.2716R
The Ultraviolet Luminosity Function at 0.6 &lt z &lt 1 from UVCANDELS; The Astrophysical Journal; True; 2024ApJ...972....8S
The Chandra Source Catalog Release 2 Series; The Astrophysical Journal Supplement Series; True; 2024ApJS..274...22E
A Comparative Analysis of Satellite-Derived CO Retrievals During the 2020 Wildfires in North America; Journal of Geophysical Research (Atmospheres); True; 2024JGRD..12939876M
Radio relics in massive galaxy cluster mergers in the TNG-Cluster simulation; Astronomy and Astrophysics; True; 2024A&A...686A..55L
Galactic cosmic-ray scattering due to intermittent structures; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.4245B
A MIRI Search for Planets and Dust around WD 2149+021; The Astronomical Journal; True; 2024AJ....167..257P
State-of-the-art simulations of line-driven accretion disc winds: realistic radiation hydrodynamics leads to weaker outflows; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.9236H
Low-dimensional representation of intermittent geophysical turbulence with high-order statistics-informed neural networks (H-SiNN); Physics of Fluids; True; 2024PhFl...36b6607F
Observed Relationships between Sea Surface Temperature, Vertical Wind Shear, Tropical Organized Deep Convection, and Radiative Effects; Journal of Climate; True; 2024JCli...37.1277H
The Spectral Characteristics of Lunar Agglutinates: Visible-Near-Infrared Spectroscopy of Apollo Soil Separates; Journal of Geophysical Research (Planets); True; 2024JGRE..12908115Y
A Study of Ionospheric Heavy Ions in the Terrestrial Magnetotail Using ARTEMIS; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932346B
Radiation versus environmental degradation in unencapsulated metal halide perovskite solar cells; Journal of Physics: Energy; True; 2024JPEn....6d5001K
5–25 μm Galaxy Number Counts from Deep JWST Data; The Astrophysical Journal; True; 2024ApJ...972...62S
Radar observation of the new λ-Sculptorid meteor shower; Astronomy and Astrophysics; True; 2024A&A...687A.134J
High angular momentum hot differentially rotating equilibrium star evolutions in conformally flat spacetime; Physical Review D; True; 2024PhRvD.110d3015C
Stability of hypermassive neutron stars with realistic rotation and entropy profiles; Physical Review D; True; 2024PhRvD.110l4063M
Super-shear ruptures steered by pre-stress heterogeneities during the 2023 Kahramanmaraş earthquake doublet; Nature Communications; True; 2024NatCo..15.7004C
Sites of Planet Formation in Binary Systems. I. Evidence for Disk‑Orbit Alignment in the Close Binary FO Tau; The Astronomical Journal; True; 2024AJ....167..232T
Standard siren cosmology with gravitational waves from binary black hole mergers in active galactic nuclei; Physical Review D; True; 2024PhRvD.110h3005B
How Solar Soft X-Ray Irradiance Is Affected by the Size of Field of View; The Astrophysical Journal; True; 2024ApJ...960...91T
