,DOI,Publisher,Funders,Funder Id,RoRID (Funder),Author(s),Article Title,Journal Name,Online Publication Date,Print Publication Date,Last Audited On,Publicly Accessible On Publisher Site,License Type,License URL,Reuse License Start Date,Agency Portal URL,Type,Added,Updated,ORCID,Grant ID,Archived,Datasets,CHORUS Verified OA,Audit Source,Funder Source
45499,10.3847/1538-4365/ad3e81,American Astronomical Society,NSF ∣ National Science Foundation Graduate Research Fellowship Program;NASA,10.13039/100023581;10.13039/100000104,https://ror.org/027ka1x80,Ardestani Bahareh Adami;Dressing Courtney D.;Harada Caleb K.;Kane Stephen R.,Setting the Stage for the Search for Life with the Habitable Worlds Observatory: Properties of 164 Promising Planet-survey Targets,The Astrophysical Journal Supplement Series,2024-05-23,2024-01-06,10/7/2024,23/5/2024,vor,http://creativecommons.org/licenses/by/4.0/,23/05/2024,,journal-article,8/6/2024,13/9/2024,,DGE 2146752;80NSSC23K1476,Yes,,Yes,CHORUS,Crossref
45500,10.1016/j.icarus.2024.116118,Elsevier BV,NASA Marshall Space Flight Center,10.13039/100006197,https://ror.org/02epydz83,Brown P.G.;Longenbaugh R.;Moser D.E.;Wisniewski K.S.,Determining the population of large meteoroids in major meteor showers,Icarus,,2024-07-01,17/7/2025,,vor,,,,journal-article,8/6/2024,13/9/2024,,,Yes,,Unknown,,Crossref
45502,10.1063/5.0203686,AIP Publishing,Heliophysics Division,10.13039/100020016,https://ror.org/03myraf72,Andersson Caden;Bernier Cedric;Eliason Travis;Fuselier Stephen A.;Galli André;Gasser Jonathan;Gomez John E.;Hertzberg Eric;Lin Jianliang;Mendoza Felicia;Pham John N;Rincon Christopher;Rodriguez Benjamin;Schiferl Clark;Schwadron Nathan A.;Sokół Justyna M.;Wurz Peter,Diamond-like carbon conversion surfaces for space applications,Journal of Applied Physics,2024-08-05,2024-05-14,19/11/2024,,,,,,journal-article,8/6/2024,,,80MSFC20D0004,Yes,,Yes,GetFTR,Crossref
45505,10.1051/0004-6361/202348700,EDP Sciences,"Horizon 2020 Framework Programme;Ministero dell'Università e della Ricerca;Ministero dell’Istruzione, dell’Università e della Ricerca;NASA;NSF;Swedish Research Council",10.13039/100010661;10.13039/501100021856;10.13039/501100003407;10.13039/100000104;10.13039/100000001;10.13039/501100004359,https://ror.org/00k4n6c32;https://ror.org/0166hxq48;https://ror.org/0166hxq48;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/03zttf063,Benella S.;Malara F.;Matthaeus W. H.;Meringolo C.;Pezzi O.;Pucci F.;Servidio S.;Sorriso-Valvo L.;Trotta D.,Turbulence and particle energization in twisted flux ropes under solar-wind conditions,Astronomy &amp; Astrophysics,2024-04-06,2024-06-01,,,vor,,,,journal-article,17/4/2024,14/9/2024,,101004159;PRIN 2022 - 2022KL38BK;Progetto STAR 2-PIR01 00008;80 NSSC21K1765;AGS/PHYS-2108834;2022-03352,Unknown,,Unknown,,Crossref
45506,10.1016/j.jhydrol.2024.131134,Elsevier BV,NASA;NOAA;University of Oklahoma,10.13039/100000104;10.13039/100000192;10.13039/100007926,https://ror.org/027ka1x80;https://ror.org/02z5nhe81;https://ror.org/02aqsxs83,Basara Jeffrey;Duarte Jorge A.;Kirstetter Pierre-Emmanuel;Vergara Humberto;Woods Devon,Hydrologic Evaluation of the Global Precipitation Measurement Mission over the U.S.: Effect of Spatial and Temporal Scales,Journal of Hydrology,,2024-05-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,03/04/2025,,journal-article,17/4/2024,9/10/2024,,80NSSC21K2045;80NSSC19K0681;NA20OAR4590354,Yes,,Unknown,,Crossref
45508,10.1016/j.rse.2024.114149,Elsevier BV,NASA,10.13039/100000104,https://ror.org/027ka1x80,Andreadis Konstantinos;Das Pritam;Hossain Faisal;Khan Shahzaib;Lee Hyongki;Minocha Sanchit;Oddo Perry;Suresh Sarath,Satellite-based tracking of reservoir operations for flood management during the 2018 extreme weather event in Kerala India,Remote Sensing of Environment,,2024-06-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,11/04/2025,,journal-article,17/4/2024,14/9/2024,,80NSSC22K0918,Yes,,Unknown,,Crossref
45509,10.1016/j.radphyschem.2024.111764,Elsevier BV,NASA;NASA Johnson Space Center,10.13039/100000104;10.13039/100006203,https://ror.org/027ka1x80;https://ror.org/04xx4z452,Bahadori Amir A.,Space radiation protection in the modern era: New approaches to familiar challenges,Radiation Physics and Chemistry,,2024-08-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,04/05/2025,,journal-article,17/4/2024,14/9/2024,,,Yes,,Unknown,,Crossref
45510,10.1029/2023je008086,American Geophysical Union (AGU),NASA,10.13039/100000104,https://ror.org/027ka1x80,Eiler John;Hofmann Amy E.;Hughes Ery C.;Mandt Kathleen;Nimmo Francis;de Kleer Katherine,Using Ios Sulfur Isotope Cycle to Understand the History of Tidal Heating,Journal of Geophysical Research: Planets,2024-04-18,2024-04-01,12/11/2025,18/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,18/04/2024,,journal-article,19/4/2024,6/8/2024,,80NM0018D0004,Yes,,Yes,Unpaywall,Crossref
45511,10.3847/1538-4357/ad2b4e,American Astronomical Society,NASA;NASA;NASA;NASA;NASA,10.13039/100000104;10.13039/100000104;10.13039/100000104;10.13039/100000104;10.13039/100000104,https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80,Braga Carlos R.;Jagarlamudi Vamsee Krishna;Nieves-Chinchilla Teresa;Stenborg Guillermo;Vourlidas Angelos,A Coronal Mass Ejection Impacting Parker Solar Probe at 14 Solar Radii,The Astrophysical Journal,2024-04-18,2024-01-04,10/7/2024,18/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,18/04/2024,,journal-article,19/4/2024,14/9/2024,,80NSSC23K0412;NNG17PP27I;80NSSC22K0970;NNN06AA01C;WISPR Phase-E,Yes,,Yes,CHORUS,Crossref
45512,10.1029/2023gl106486,American Geophysical Union (AGU),Met Office;NASA,10.13039/501100000847;10.13039/100000104,https://ror.org/01ch2yn61;https://ror.org/027ka1x80,Barrett A.;Campbell K.;Haddon A.;Laliberté J.;Landy J.;Light B.;Liston G. E.;Mallett R.;Nab C.;Perovich D.;Stroeve J. C.;Veyssiere G.;Wilkinson J.,Mapping Potential Timing of Ice Algal Blooms From Satellite,Geophysical Research Letters,2024-04-17,2024-04-28,12/11/2025,17/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,17/04/2024,,journal-article,19/4/2024,14/9/2024,,,Yes,,Yes,Unpaywall,Crossref
45513,10.1109/tac.2023.3339499,Institute of Electrical and Electronics Engineers (IEEE),Air Force Office of Scientific Research;NASA,10.13039/100000181;10.13039/100000104,https://ror.org/011e9bt93;https://ror.org/027ka1x80,Hovakimyan Naira;Kolmanovsky Ilya;Zhao Pan,Integrated Adaptive Control and Reference Governors for Constrained Systems With State-Dependent Uncertainties,IEEE Transactions on Automatic Control,,2024-05-01,12/9/2024,,vor,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,01/05/2024,,journal-article,8/5/2024,13/9/2024,,,Yes,,No,CHORUS,Crossref
45515,10.1007/s10909-024-03129-7,Springer Science and Business Media LLC,JSPS;Space Technology Mission Directorate,10.13039/501100001691;10.13039/100020022,https://ror.org/00hhkn466;https://ror.org/027ka1x80,Beckman Shawn;Elleflot Tucker;Farias Nicole;Ghigna Tommaso;Halverson Nils;Hazumi Masashi;Hubmayr Johannes;Jaehnig Greg;Lee Adrian;Raum Christopher;Suzuki Aritoki;Westbrook Benjamin,Fabrication Process Control to Realize High Yield Uniform Repeatable Low-Frequency Detector Arrays for the LiteBIRD CMB Experiment,Journal of Low Temperature Physics,2024-04-05,2024-07-01,10/9/2024,,vor,,,,journal-article,8/5/2024,14/9/2024,,22K14054;80NSSC18K0132,Yes,,No,CHORUS,Crossref
45517,10.1115/1.4064763,ASME International,Air Force Office of Scientific Research;NASA;Naval Surface Warfare Center Dahlgren Division,10.13039/100000181;10.13039/100000104;10.13039/100008274,https://ror.org/011e9bt93;https://ror.org/027ka1x80;https://ror.org/03dm1p143,Almansour Amjad S.;Brodnik Neal;Daly Samantha;Hilmas Ashley;Kiser James D.;Muir Caelin;Presby Michael J.;Smith Craig E.;Tulshibagwale Nikhil,Acoustic Emission in Ceramic Matrix Composites,Applied Mechanics Reviews,2024-04-26,2024-01-07,6/9/2024,,vor,https://www.asme.org/publications-submissions/publishing-information/legal-policies,26/04/2024,,journal-article,8/5/2024,14/9/2024,,FA9550-21-F-0003;80NSCC17K0084;N00174-22-1-0020,Yes,,No,CHORUS,Crossref
45518,10.1109/jstars.2024.3383842,Institute of Electrical and Electronics Engineers (IEEE),California Institute of Technology;Jet Propulsion Laboratory;NASA;NASA,10.13039/100006961;10.13039/100006196;10.13039/100000104;10.13039/100000104,https://ror.org/05dxps055;https://ror.org/027k65916;https://ror.org/027ka1x80;https://ror.org/027ka1x80,Garrison James L.;Gaudreau James;Johnson Joel T.;Ouellette Jeffrey D.;Raines Ethan;Shah Rashmi,Ocean Wave Period Measurements Using S-Band Signals of Opportunity Reflections,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,2024-01-01,14/11/2025,1/1/2024,vor,,,,journal-article,9/5/2024,14/9/2024,,80NSSC20K1741,Yes,,Yes,Unpaywall,Crossref
45519,10.1103/physrevd.109.094046,American Physical Society (APS),Deutsche Forschungsgemeinschaft;European Commission;Horizon 2020 Framework Programme;NASA;NSF;Nuclear Physics;Office of Science;USDOE,10.13039/501100001659;10.13039/501100000780;10.13039/100010661;10.13039/100000104;10.13039/100000001;10.13039/100006209;10.13039/100006132;10.13039/100000015,https://ror.org/018mejw64;https://ror.org/00k4n6c32;https://ror.org/00k4n6c32;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/02atag894;https://ror.org/00mmn6b08;https://ror.org/01bj3aw27,Bass Steffen A.;Bratkovskaya Elena;Jahan Johannes;Kahangirwe Micheal;Moreau Pierre;Parotto Paolo;Price Damien;Ratti Claudia;Soloveva Olga;Stephanov Mikhail,"Finite density QCD equation of state: Critical point and lattice-based <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi>T</mml:mi></mml:mrow><mml:mrow><mml:mo></mml:mo></mml:mrow></mml:msup></mml:mrow></mml:math> expansion",Physical Review D,2024-05-29,,10/9/2024,,am,https://link.aps.org/licenses/aps-default-accepted-manuscript-license,29/05/2025,,journal-article,8/6/2024,13/9/2024,,CRC-TR 211;824093;80NSSC24K0767;PHY-2208724;PHY-1654219;PHY-2116686;OAC-2103680;DE-SC0022023;DE-FG02-05ER41367;DE-FG0201ER41195,Yes,,No,CHORUS,Crossref
45520,10.1021/acsestair.4c00012,American Chemical Society (ACS),Agence Nationale de la Recherche;European Research Council;Institut Polaire Fran?ais Paul Emile Victor;NASA;NOAA;NSF,10.13039/501100001665;10.13039/501100000781;10.13039/501100004796;10.13039/100000104;10.13039/100000192;10.13039/100000001,https://ror.org/00rbzpz17;https://ror.org/0472cxd90;https://ror.org/011ed2d57;https://ror.org/027ka1x80;https://ror.org/02z5nhe81;https://ror.org/021nxhr62,Alexander Becky;Battaglia Michael;Campbell James R.;Cesler-Maloney Meeta;Dibb Jack;Dingilian Kayane;D’Anna Barbara;Hebert Elliana;Mao Jingqiu;Moon Allison;Nenes Athanasios;Simpson William;St. Clair Jason M.;Temime-Roussel Brice;Weber Rodney J.;Yang Yuhan,Hydroxymethanesulfonate and Sulfur(IV) in Fairbanks Winter During the ALPACA Study,ACS ES&amp;T Air,2024-05-15,2024-12-07,6/8/2024,15/5/2024,vor,https://creativecommons.org/licenses/by/4.0/,15/05/2024,,journal-article,8/6/2024,13/9/2024,,ANR-21-CE01-0017;726165;80NSSC18K0557;NA20OAR4310295NA20OAR4310295;AGS-2029730;AGS-2029747;AGS-2029770;AGS-2109023;NNA-1927750;NNA-1927778,Yes,,Yes,GetFTR,Crossref
45521,10.1016/j.gca.2024.03.020,Elsevier BV,NASA,10.13039/100000104,https://ror.org/027ka1x80,AD Feldman;EB Rampe;EM Hausrath;G Seward;GH Uyeda;J Munoz;P Burnley;RV Morris,Incipient Dissolution of Emplaced Forsterite and Fayalite Records the Effects of Climate Mineral Composition and Crystallographic Orientation,Geochimica et Cosmochimica Acta,,2024-05-01,17/7/2025,,vor,http://creativecommons.org/licenses/by-nc-nd/4.0/,22/03/2024,,journal-article,17/4/2024,14/9/2024,,,Yes,,Unknown,,Crossref
45523,10.1038/s41598-024-58998-5,Springer Science and Business Media LLC,Office of Integrative Activities;Office of Polar Programs;Science Mission Directorate,10.13039/100000106;10.13039/100000087;10.13039/100016465,https://ror.org/04k9mqs78;https://ror.org/05nwjp114;https://ror.org/027ka1x80,Gaglioti Benjamin V.;Jandt Randi;Jones Benjamin M.;Jorgenson M. Torre;Kanevskiy Mikhail Z.;Miller Eric A.;Shur Yuri;Veremeeva Alexandra;Ward Jones Melissa K.,Post-fire stabilization of thaw-affected permafrost terrain in northern Alaska,Scientific Reports,2024-11-04,,10/9/2024,11/4/2024,vor,https://creativecommons.org/licenses/by/4.0,11/04/2024,,journal-article,17/4/2024,8/5/2024,,1929170;1929170;1806213;1806213;1820883;1820883;80NSSC21K1820,Yes,,Yes,CHORUS,Crossref
45525,10.3847/psj/ad0e70,American Astronomical Society,NASA ∣ Jet Propulsion Laboratory,10.13039/100006196,https://ror.org/027k65916,Becker Tracy M.;Brooks Shawn M.;Davis Michael W.;Gladstone G. Randall;Greathouse Thomas K.;Hue Vincent;Kammer Joshua A.;Molyneux Philippa M.;Raut Ujjwal;Retherford Kurt D.;Velez Michael A.;Versteeg Maarten H.,Catalog of Ultraviolet Bright Stars: Strategies for UV Occultation Measurements Planetary Illumination Modeling and Sky Map Analyses Using Hybrid IUE-Kurucz Spectra,The Planetary Science Journal,2024-04-04,2024-01-04,10/7/2024,4/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,04/04/2024,,journal-article,17/4/2024,,,1531255,Yes,,Yes,CHORUS,Crossref
45528,10.1016/j.icarus.2024.116034,Elsevier BV,NASA;Türkiye Bilimsel ve Teknolojik Araştırma Kurumu,10.13039/100000104;10.13039/501100004410,https://ror.org/027ka1x80;https://ror.org/04w9kkr77,Abbott Timothy M.C.;Albers Jim;Austin Scott;Avner Dan;Baggaley Jack W.;Beck Tim;Blomquist Solvay;Boyukata Mustafa;Breukers Martin;Cooney Walt;Cooper Tim;De Cicco Marcelo;Devillepoix Hadrien;Egland Eric;Fahl Elize;Gialluca Megan;Grigsby Bryant;Gural Peter S.;Hanke Toni;Harris Barbara;Heathcote Steve;Hemmelgarn Samantha;Howell Andy;Jehin Emmanuel;Jenniskens Peter;Johannink Carl;Juneau Luke;Kisvarsanyi Erika;Lauretta Dante S.;Mey Philip;Moskovitz Nick;Odeh Mohammad;Pilorz Stuart;Rachford Brian;Rau Steve;Rollinson David;Samuels Dave;Scott James M.;Towner Martin C.;Unsalan Ozan;Vaubaillon Jérémie;Wood Jeff;Wray James D.;van Wyk Rynault,Lifetime of cm-sized zodiacal dust from the physical and dynamical evolution of meteoroid streams,Icarus,,2024-06-01,17/7/2025,,vor,http://creativecommons.org/licenses/by/4.0/,20/03/2024,,journal-article,17/4/2024,7/8/2024,,MFAG/113F035,Yes,,Unknown,,Crossref
45529,10.1175/mwr-d-23-0115.1,American Meteorological Society,NASA,10.13039/100000104,https://ror.org/027ka1x80,Cecil Daniel J.;Clark Austin G.,Interannual Lightning Variability within the TRMM LIS Dataset Using an ENSO Perspective,Monthly Weather Review,,2024-04-01,19/11/2024,,,http://www.ametsoc.org/PUBSReuseLicenses,01/04/2024,,journal-article,17/4/2024,9/5/2024,,,Yes,,Unknown,,Crossref
45530,10.3847/1538-4357/ad0897,American Astronomical Society,NASA ∣ Marshall Space Flight Center;SI ∣ Smithsonian Astrophysical Observatory,10.13039/100006197;10.13039/100009207,https://ror.org/02epydz83;https://ror.org/04mh52z70,Marshall Herman L.,Further Development of Event-based Analysis of X-Ray Polarization Data,The Astrophysical Journal,2024-03-19,2024-01-03,13/7/2024,19/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,19/03/2024,,journal-article,17/4/2024,14/9/2024,,80MSFC17C0012;SV3-73016,Yes,,Yes,CHORUS,Crossref
45531,10.1016/j.icarus.2024.116017,Elsevier BV,"Center for Scholarship Administration;Centre National d’Etudes Spatiales;Entomological Society of America;Florida Space Institute, University of Central Florida;NASA;Northern Arizona University;Space Telescope Science Institute",10.13039/100029660;10.13039/501100002830;10.13039/100006291;10.13039/100020644;10.13039/100000104;10.13039/100008883;10.13039/100013757,https://ror.org/04h1h0y33;https://ror.org/03awpb417;https://ror.org/027ka1x80;https://ror.org/0272j5188;https://ror.org/036f5mx38,Brunetto R.;Cook J.C.;Emery J.P.;Fernández-Valenzuela E.;Grundy W.M.;Hines D.C.;Holler B.J.;Lunine J.I.;Pinilla-Alonso N.;Protopapa S.;Souza-Feliciano A.C.;Stansberry J.A.;Wong I.,A tale of 3 dwarf planets: Ices and organics on Sedna Gonggong and Quaoar from JWST spectroscopy,Icarus,,2024-05-01,17/7/2025,,vor,,,,journal-article,17/4/2024,14/9/2024,,1273;NAS 5-03127,Yes,,Unknown,,Crossref
45532,10.3847/1538-4357/ad2939,American Astronomical Society,Bundesministerium für Bildung und Forschung;Bundesministerium für Bildung und Forschung;Bundesministerium für Bildung und Forschung;Bundesministerium für Bildung und Forschung;Bundesministerium für Bildung und Forschung;Deutsche Forschungsgemeinschaft;NASA ∣ SMD ∣ Astrophysics Division;NASA ∣ SMD ∣ Astrophysics Division,10.13039/501100002347;10.13039/501100002347;10.13039/501100002347;10.13039/501100002347;10.13039/501100002347;10.13039/501100001659;10.13039/100020014;10.13039/100020014,https://ror.org/04pz7b180;https://ror.org/04pz7b180;https://ror.org/04pz7b180;https://ror.org/04pz7b180;https://ror.org/04pz7b180;https://ror.org/018mejw64,Corrales Lía;Gatuzz Efrain;Gotthelf Eric V.;Kallman Timothy R.;Lee Julia C.;Martins Michael;Paerels Frits;Psaradaki Ioanna;Savin Daniel Wolf;Schippers Stefan,High-resolution X-Ray Spectroscopy of Interstellar Iron toward Cygnus X-1 and GX 339-4,The Astrophysical Journal,2024-04-17,2024-01-04,10/7/2024,17/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,17/04/2024,,journal-article,19/4/2024,13/9/2024,,05K10GUB;05K19GU4;05K19RG3;05K16GUC;05K19GUC;510114039;80NSSC19K0571;80NSSC20K0883,Yes,,Yes,CHORUS,Crossref
45533,10.1109/tcad.2024.3393876,Institute of Electrical and Electronics Engineers (IEEE),NASA,10.13039/100000104,https://ror.org/027ka1x80,Barton Taylor;Chiang Shiuh-hua Wood;Kuan Yen-Cheng;Smith Shea;Song Yixin,Multi-Stage Charge Pump Design Methodology for Zero-Crossing-Based Amplifiers,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,,2024-01-01,20/11/2024,,vor,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,01/01/2024,,journal-article,8/5/2024,,,,Yes,,No,GetFTR,Crossref
45534,10.1093/mnras/stae968,Oxford University Press (OUP),ESA;NASA;NSFC,10.13039/100006291;10.13039/100000104;10.13039/501100001809,https://ror.org/03awpb417;https://ror.org/027ka1x80;https://ror.org/01h0zpd94,Chen Han-Xiao;Chen Yang;Chi Yi-Heng;Meng Yi-Fan;Sun Lei;Sun Wei;Zhou Ping,Thermal X-ray emission in the western half of the LMC superbubble 30DorC,Monthly Notices of the Royal Astronomical Society,2024-08-04,2024-06-05,18/9/2024,8/4/2024,vor,https://creativecommons.org/licenses/by/4.0/,08/04/2024,,journal-article,8/5/2024,,,123B1021;12173018;12121003;12273010,Yes,,Yes,CHORUS,Crossref
45535,10.1093/mnras/stae999,Oxford University Press (OUP),USDOE;NASA;NSF,10.13039/100000015;10.13039/100000104;10.13039/100000001,https://ror.org/01bj3aw27;https://ror.org/027ka1x80;https://ror.org/021nxhr62,Esteves Johnny;Farahi Arya;Frieman Joshua;Hearin Andrew;Kelly Heather;LSST Dark Energy Science Collaboration;Lau Erwin T;Nagai Daisuke;Ricci Marina;Varga Tamas;Wu Hao-Yi;Wu Hao-Yi;Xhakaj Enia;Zhang Zhuowen;Zhou Conghao;von der Linden Anja;von der Linden Anja,Impact of property covariance on cluster weak lensing scaling relations,Monthly Notices of the Royal Astronomical Society,2024-11-04,2024-04-25,18/9/2024,12/4/2024,vor,https://creativecommons.org/licenses/by/4.0/,12/04/2024,,journal-article,8/5/2024,6/8/2024,,DE-AC02-76SF00515;80NSSC22K0821;TM3-24007X,Yes,,Yes,CHORUS,Crossref
45536,10.3847/1538-4357/ad36c4,American Astronomical Society,NASA;NSF;NSF;NSF;NSF,10.13039/100000104;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62,Bennet Paul;Caldwell Nelson;Crnojević Denija;Fielder Catherine E.;Guhathakurta Puragra;Jones Michael G.;Karunakaran Ananthan;Mutlu-Pakdil Burçin;Sand David J.;Seth Anil C.;Simon Joshua D.;Spekkens Kristine;Strader Jay;Toloba Elisa;Zaritsky Dennis,The Faint Satellite System of NGC 253: Insights into Low-density Environments and No Satellite Plane*,The Astrophysical Journal,2024-07-05,2024-01-05,10/7/2024,7/5/2024,vor,http://creativecommons.org/licenses/by/4.0/,07/05/2024,,journal-article,8/5/2024,13/9/2024,,HST-GO-17164;PHY-2210452;AST-1821967;AST-1813708;AST-2205863,Yes,,Yes,CHORUS,Crossref
